Date,Description,Short Description,Accurate Sentiments
2024-09-07,"According to Cointelegraph: Bitcoin could face further downward pressure, potentially falling below the critical $50,000 mark this weekend as whales, large BTC-holding entities, prepare to lock in profits. The historically bearish month of September, combined with key market moves, suggests that Bitcoin may be in for a correction as soon as the next few days.Whales Prepare to Sell as Bitcoin Faces PressureLarge BTC holders, often referred to as whales, are already making moves to cash in on recent profits. Notably, a savvy whale address sold 100 BTC, worth over $5.3 million, netting a profit of $206,000. Additionally, 402,000 BTC, worth over $21 billion, was bought by addresses that are likely to sell near breakeven, according to on-chain intelligence firm Lookonchain.With 836,000 addresses having bought 402,800 BTC at prices between $51,113 and $54,303, these entities are positioned to sell their holdings, adding to selling pressure in the short term.In/Out of the money around price. Source: LookonchainAnalysts Warn of Sub-$50K CorrectionArthur Hayes, former CEO of BitMEX, has added to the bearish sentiment, predicting a correction below the key $50,000 psychological level as early as this weekend. Hayes took a short position, signaling his expectation of a price drop, writing, ""BTC is heavy, I’m gunning for sub $50k this weekend. I took a cheeky short. Pray for my soul, for I am a degen.""In the 24 hours leading up to Sept. 7, Bitcoin lost the key $55,000 support, falling 1.4% to trade at $54,340, marking a weekly decline of nearly 8%. Analysts at Bitfinex have echoed Hayes’ warning, suggesting a potential correction below $50,000 before the next significant rally begins.BTC/USD, 1-day chart. Source: CointelegraphInstitutional Moves Add to Selling PressureFurther amplifying concerns of a downward trend, Galaxy Digital deposited $78.5 million worth of BTC to Coinbase Prime on Sept. 7, according to Lookonchain. This move could signal an institutional decision to offload Bitcoin, creating more pressure on the cryptocurrency’s price.Interest Rate Decision Looms Over MarketBitcoin is also facing potential volatility in the lead-up to the Sept. 18 U.S. Federal Reserve interest rate decision. Alvin Kan, COO of Bitget Wallet, expects downward pressure on both Bitcoin and the equity markets leading up to the decision. However, if the Federal Reserve confirms a rate cut, risk assets like Bitcoin could see a short-term boost in value.Galaxy Digital Bitcoin Deposit to Coinbase Prime. Source: LookonchainAccording to the CME FedWatch tool, there is currently a 70% chance of a 25 basis-point rate cut and a 30% chance of a 50 basis-point cut. A confirmed rate cut could potentially reverse some of the selling pressure, but in the immediate term, Bitcoin appears vulnerable. Odds of an interest rate cut. Source: CME FedWatchWith whale activity, institutional moves, and upcoming macroeconomic events, Bitcoin could see further downward pressure in the short term, with a potential drop below $50,000 looming. Traders will be watching closely as these factors unfold, keeping an eye on the critical Sept. 18 Fed meeting for any signs of relief.","According to Cointelegraph, Bitcoin may be in for a price correction as soon as the next few days. Whales, large BTC-holding entities, are preparing to sell off their Bitcoins. The September 18 U.S. Federal Reserve interest rate decision could reverse some of the selling pressure on Bitcoin.",-0.9956600069999695
2024-09-07,"According to Cointelegraph, El Salvador is celebrating the third anniversary of adopting Bitcoin as legal tender, a move that made it the first country in the world to do so on September 7, 2021. The initiative aimed to promote financial inclusion, streamline remittance payments, and attract financial innovation. President Nayib Bukele's decision to adopt Bitcoin has positioned El Salvador as a pioneer in the digital asset space. Alex Momot, founder and CEO of Peanut Trade crypto trading platform, remarked that while it is too early to declare the initiative a complete success, the country has certainly reaped some benefits. El Salvador has been dollar-cost-averaging into Bitcoin since 2021, purchasing one Bitcoin per day. As of now, the country's Bitcoin holdings have generated over $31 million in profit, according to the Nayib Bukele Portfolio Tracker website. The average buying price for El Salvador's Bitcoin was $43,877 per BTC, which is currently trading at $54,300. Momot highlighted that the financial gain strengthens Bukele's position, adding credibility to his bold cryptocurrency experiment. El Salvador currently holds a total of 5,865 Bitcoin, valued at over $318 million, according to the country's treasury website. Despite initial criticism, especially after Bitcoin's price fell from its all-time high of $69,000 in November 2021 to as low as $16,000 during the bear market, the country has managed to turn a profit. While El Salvador's adoption of Bitcoin has been closely watched, only one other country, the Central African Republic, has followed suit, adopting Bitcoin as legal tender in April 2022. Larger economies have remained hesitant, likely due to their dependence on relationships with international creditors who oppose such moves. Brazilian lawmakers have shown interest in establishing a legal framework for Bitcoin adoption, but concrete regulations have yet to be developed.","El Salvador is celebrating the third anniversary of adopting Bitcoin as legal tender on September 7, 2021. El Salvador has been dollar-cost-averaging Bitcoin since 2021, purchasing one Bitcoin per day. The country's Bitcoin holdings have generated over $31 million in profit. The average buying price for El Salvador's Bitcoin was $43,877 per BTC, which is currently trading at $",0.0
2024-09-07,"On Sep 07, 2024, 00:03 AM (UTC), according to Binance Market Data, Bitcoin (BTC) crossed the 54,000 USDT benchmark and is now trading at 54,028.191406 USDT, with a narrowed 3.89% decrease in 24 hours.","Bitcoin has crossed the 54,000 USDT benchmark and is now trading at 54,028.191406 USDT, with a narrowed 3.89% decrease in 24 hours. Binance Market Data shows Bitcoin's price is now at 54.1.",-0.9566934704780579
2024-09-07,"According to BlockBeats, on September 7, UniSat announced on the X platform that the Fractal Bitcoin mainnet is now live. Users are required to update to UniSat Extension v1.4.6 to access the new mainnet. UniSat also mentioned that more features will be introduced in the future.","The Fractal Bitcoin mainnet is now live. Users need to update to UniSat Extension v1.4.6 to access the new mainnet. UniSat mentioned that more features will be introduced in the future. BlockBeats reports on September 7, UniSat announced on the X platform that the mainnet has been launched.",0.0
2024-09-07,"On Sep 07, 2024, 9:11 PM (UTC), according to Binance Market Data, Bitcoin (BTC) dropped below 54,000 USDT and is now trading at 53,927.988281 USDT, with a narrowed 1.55% increase in 24 hours.","Bitcoin is trading at 53,927.988281 USDT on Sep 07, 2024, 9:11 PM (UTC). Bitcoin dropped below 54,000 USDT and is now trading at 52,921 USDT. Bitcoin has a narrowed 1.55% increase in 24 hours.",-0.9918647408485413
2024-09-07,"According to Odaily, data from Trader T indicates that BlackRock's IBIT experienced no net inflow or outflow yesterday, with a trading volume reaching $1.3 billion. The number of managed BTC decreased by 73 units today, used for debt repayment, leaving the current holdings at 357,436 BTC.","BlackRock's IBIT experienced no net inflow or outflow yesterday. The number of managed BTC decreased by 73 units today, used for debt repayment, leaving the current holdings at 357,436 BTC. BlackRock's trading volume reached $1.3 billion yesterday.",-0.9981676340103149
2024-09-06,"On Sep 06, 2024, 00:51 AM (UTC), according to Binance Market Data, Bitcoin (BTC) dropped below 56,000 USDT and is now trading at 55,996 USDT, with a narrowed 3.69% decrease in 24 hours.","On Sep 06, 2024, at 00:51 AM (UTC), Bitcoin (BTC) dropped below 56,000 USDT and is now trading at 55,996 USDT, with a narrowed 3.69% decrease in 24 hours. Binance Market Data shows Bitcoin has dropped 3.9% on Sep 6, 2024.",-0.9982038736343384
2024-09-06,"According to Odaily, Trader T reported on platform X that the U.S. Bitcoin spot ETF experienced a net outflow of $211.16 million yesterday. ﻿ ",The U.S. Bitcoin spot ETF experienced a net outflow of $211.16 million yesterday. Trader T reported on platform X that the Bitcoin spot exchange experienced a total outflow yesterday of $1.2 billion.       is a trading platform.,-0.9980395436286926
2024-09-06,"On Sep 06, 2024, 8:51 PM (UTC), according to Binance Market Data, Bitcoin (BTC) dropped below 53,000 USDT and is now trading at 52,914.128906 USDT, with a narrowed 5.85% decrease in 24 hours.","On Sep 06, 2024, 8:51 PM (UTC), Bitcoin (BTC) dropped below 53,000 USDT and is now trading at 52,914.128906 USDT, with a narrowed 5.85% decrease in 24 hours.",-0.9985002279281616
2024-09-06,"According to Cointelegraph, a new report from Bitcoin technology and financial services firm River forecasts that some companies in the United States will increase their exposure to Bitcoin (BTC) over the next 18 months. The report estimates that around 10% of US-based companies are likely to convert 1.5% of their treasury reserves, approximately $10.35 billion, to Bitcoin within this period.River's analysts highlighted that traditional corporate treasury strategies, which rely on cash and other short-term cash equivalents, are poor stores of value. These investments can generate modest returns near the federal funds rate, currently over 5%. However, even these short-term investments often fail to outperform inflation, diminishing the value of a treasury. The report noted that this inflationary erosion caused Apple, now a trillion-dollar corporation, to lose $15 billion of its treasury holdings over the last decade.The forecast points to the growing adoption of a corporate treasury strategy popularized by MicroStrategy founder Michael Saylor. In June 2024, MicroStrategy completed an additional $800 million debt sale of senior convertible notes at 2.25%, with a maturation date of 2032. The company used the funds from the corporate debt to purchase an additional 11,931 BTC. Saylor has characterized Bitcoin as an asset that guarantees “economic immortality” to corporations and businesses due to its capped supply and a lack of counterparty risk inherent in other stores of value, such as real estate or equities.MicroStrategy’s second-quarter earnings report revealed that it currently holds 226,500 BTC, valued at approximately $14.7 billion at the time. Saylor’s BTC treasury strategy has caused MicroStrategy to significantly outperform Warren Buffett’s investment company, Berkshire Hathaway. Since adopting the Bitcoin treasury strategy, MicroStrategy has risen by over 1,000%, while shares of Berkshire Hathaway rose by 104.75% during the same period. Buffett has declined to add Bitcoin to his portfolio or recommend it as a hedge against fiat inflation.","10% of US-based companies are likely to convert 1.5% of their treasury reserves to Bitcoin over the next 18 months. Traditional corporate treasury strategies rely on cash and other short-term cash equivalents. Apple lost $15 billion of its treasury holdings over the last decade. MicroStrategy used the funds from the corporate debt to purchase 11,931 BTC.",0.0
2024-09-06,"According to Odaily, monitoring data from IntoTheBlock reveals that this week, $728 million worth of Bitcoin was withdrawn from exchanges. Despite the decline in Bitcoin prices, the number of addresses holding between 100 to 1,000 BTC continues to grow.","$728 million worth of Bitcoin was withdrawn from exchanges this week. The number of addresses holding between 100 to 1,000 BTC continues to grow. In IntoTheBlock's monitoring data, data shows that this week, $1.5 billion worth of Bitcoins was withdrawn.",0.9990611672401428
2024-09-06,"On Sep 06, 2024, 3:20 PM (UTC). According to Binance Market Data, Bitcoin  (BTC) dropped below 54,000 USDT and is now trading at 53,984.71875 USDT, with a narrowed 4.52% decrease in 24 hours.","Bitcoin is trading at 53,984.71875 USDT on Sep 06, 2024, 3:20 PM (UTC). Bitcoin has dropped below 54,000 USDT and is trading now at 53.984 USDT. Bitcoin has a narrowed 4.52% decrease in 24 hours.",-0.9981820583343506
2024-09-06,"According to BlockBeats, data from Coinglass on September 6 indicates that if Bitcoin falls below $53,000, the cumulative liquidation intensity of long positions on major centralized exchanges (CEX) will reach $597 million. Conversely, if Bitcoin surpasses $56,000, the cumulative liquidation intensity of short positions on major CEX will reach $510 million.BlockBeats notes that the liquidation chart does not display the exact number of contracts pending liquidation or the precise value of liquidated contracts. Instead, the bars on the liquidation chart represent the relative importance of each liquidation cluster compared to adjacent clusters, indicating intensity.Therefore, the liquidation chart illustrates the extent to which the underlying price reaching a certain level will be affected. Higher 'liquidation bars' suggest that once the price reaches that level, there will be a more intense reaction due to the liquidity wave.","If Bitcoin falls below $53,000, the cumulative liquidation intensity of long positions on major centralized exchanges (CEX) will reach $597 million. If Bitcoin surpasses $56,000 and short positions on CEX reach $510 million, there will be a more intense reaction due to the liquidity wave.",-0.9809110164642334
2024-09-06,"On Sep 06, 2024, 14:17 PM (UTC). According to Binance Market Data, Bitcoin  (BTC) has dropped below 55,000 USDT and is now trading at 54,942.019531 USDT, with a narrowed 3.33% decrease in 24 hours.","Bitcoin has dropped below 55,000 USDT and is now trading at 54,942.019531 USDT, with a 3.33% decrease in 24 hours. Bitcoin is trading on Binance Market Data at 14:17 PM (UTC).",-0.9978780746459961
2024-09-06,"According to BlockBeats, on September 6, Sergey Bezdelov, Director of the Russian Industrial Mining Association, disclosed that Russia mined approximately 54,000 BTC last year, valued at over $3 billion. These mining activities generated around 50 billion rubles (approximately $556 million) in tax revenue for the Russian government. Bezdelov believes that the recent legalization of cryptocurrency mining will increase investor interest and further boost tax revenue. In July, the Russian State Duma passed a bill legalizing Bitcoin mining and allowing the use of cryptocurrencies in international trade. This move establishes cryptocurrency mining as a legitimate economic activity, requiring legal entities to register or comply with specific energy consumption limits.","The Russian State Duma passed a bill legalizing Bitcoin mining and allowing the use of cryptocurrencies in international trade in July. Russia mined 54,000 BTC last year, valued at over $3 billion. The mining activities generated around 50 billion rubles in tax revenue for the Russian government.",0.0
2024-09-06,"According to Odaily, CryptoQuant has reported on the X platform that since the Ethereum merge in September 2022, the ETH/BTC exchange rate has declined by 44%. The current ETH/BTC rate has dropped to 0.0425, marking its lowest level since April 2021.","The current ETH/BTC exchange rate has dropped to 0.0425. It's the lowest level since April 2021. Since the Ethereum merge in September 2022, the rate has declined by 44% on the X platform. The current rate is 0.4%.",-0.9982591271400452
2024-09-06,"According to Odaily, OTC Capital CEO Brian Dixon has indicated that Bitcoin market volatility is likely to continue in the face of potential interest rate cuts. Dixon noted that while institutional investments and ETFs might play a crucial role in shaping market stability, volatility is expected to persist.","The Bitcoin market volatility is likely to continue in the face of potential interest rate cuts. OTC Capital CEO Brian Dixon believes institutional investments and ETFs might play a crucial role in shaping market stability, but volatility is expected to persist.   Â. ",-0.9475306272506714
2024-09-06,"According to Cointelegraph, Bitcoin's (BTC) price is experiencing bearish pressure as the total cryptocurrency market cap drops below $2 trillion. The crypto fear and greed index indicates 'extreme fear' in the market, a sentiment not seen since early August. Bitcoin recently hit a monthly low of $55,250 on September 6, testing an untouched demand zone from August. On the 1-hour chart, Bitcoin could potentially swing high toward $57,500, supported by a bullish divergence between the price and the relative strength index (RSI). Each swing low on the hourly chart has seen an average recovery of around 4% in September, which translates to a price range of $57,500 to $58,000. At $57,500, upside liquidation leverage positions are present, and day traders might view this as a short opportunity. A daily close below $55,000 could lead to further downside for BTC in the coming days, with a potential retest around $52,100. Axel Adler Jr., a Bitcoin researcher, notes that this is the 'next closest target' as it represents the current realized price of short-term holders. The range between $50,500 and $53,000 is marked by significant whale accumulations from February 2024. If Bitcoin fails to hold the $52,000 level, $49,000 is expected to be the final support price, putting its long-term bullish structure under serious bearish pressure. Similar to the last bull run in 2021, Bitcoin may retest the 50-weekly EMA if it drops to $49,000. Bitcoin has not closed a weekly candle below the 50-weekly EMA since October 2023. In 2021, the 50-weekly EMA provided support before the second leg of the rally, and the RSI reset around the 50 level. A similar reset is occurring now, and if the price action repeats, Bitcoin should avoid prolonged consolidation under $50,000 to prevent a weekly close below the key EMA level. Another sweep at the $49,000 H2 2024 bottom could occur before the bull cycle continues. This article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.","Bitcoin's price is experiencing bearish pressure as the total cryptocurrency market cap drops below $2 trillion. Bitcoin has not closed a weekly candle below the 50-weekly EMA since October 2023. If Bitcoin fails to hold the $52,000 level, $49,000 is expected to be the final support price.",-0.9968397617340088
2024-09-06,"On Sep 06, 2024, 10:19 AM(UTC). According to Binance Market Data, Bitcoin has crossed the 56,000 USDT benchmark and is now trading at 56,008 USDT, with a narrowed narrowed 1.25% decrease in 24 hours.","Bitcoin has crossed the 56,000 USDT benchmark and is now trading at 56,008 USDT, with a narrowed narrowed 1.25% decrease in 24 hours. Bitcoin is trading on Sep 06, 2024, at 10:19 AM(UTC). ",0.9987998008728027
2024-09-06,"According to BlockBeats, on September 6, Greeks.live researcher Adam shared data on today's options expiration on social media. A total of 14,000 BTC options are set to expire, with a Put Call Ratio of 0.81 and a maximum pain point of $59,000, amounting to a nominal value of $760 million. Additionally, 125,000 ETH options are due to expire, with a Put Call Ratio of 0.63 and a maximum pain point of $2,500, totaling a nominal value of $290 million.This week, the cryptocurrency market has experienced a consistent decline. The options data clearly reflects the overall market weakness, with the recent maximum pain points failing to keep pace with the falling prices. The implied volatility (IV) for major terms has increased. As the U.S. election approaches, the IV spike for October 8 is gradually being smoothed out. Historical trading data mentioned last week indicates that September is usually slightly subdued. However, the market appears to be overly pessimistic, and there is a belief that a bull market could emerge by the end of the year.﻿ ","There are 14,000 BTC and 125,000 ETH options expiring today, amounting to a nominal value of $760 million. This week, the cryptocurrency market has experienced a consistent decline. The implied volatility (IV) for major terms has increased as the U.S. election approaches.",-0.9986732006072998
2024-09-06,"According to BlockBeats, on September 6, Tyr Capital's Chief Investment Officer Ed Hindi shared insights in an interview with Cointelegraph. Despite September historically being a challenging month for Bitcoin (BTC), Hindi suggested that a combination of Federal Reserve rate cuts and a relatively strong U.S. economy could surprise bearish investors. He believes that the likelihood of BTC stabilizing above $60,000 this month is higher than it falling below that threshold."," the likelihood of Bitcoin stabilizing above $60,000 this month is higher than it falling below $60k this month, according to Tyr Capital's Chief Investment Officer Ed Hindi's interview with Cointelegraph's interview on September 6. The Federal Reserve rate cuts and a relatively strong U.",0.9990845918655396
2024-09-06,"According to BlockBeats, on September 6, Bitwise's Head of European Research, André Dragosch, shared insights on social media regarding the current state of Bitcoin supply. Dragosch emphasized that corporate purchasing alone has nearly absorbed all newly mined Bitcoin. Annually, approximately 164,000 BTC are mined. He pointed out that this figure does not account for the demand from other significant buyers such as ETFs, governments, trading platforms, and DeFi. Dragosch concluded that the shortage of Bitcoin supply is more severe than most people realize.","André Dragosch, Bitwise's Head of European Research, shared insights on social media regarding the current state of Bitcoin supply. Corporate purchasing has nearly absorbed all newly mined Bitcoin. Annually, approximately 164,000 BTC are mined. This figure does't account for the demand from other significant buyers such as ETFs, governments, trading platforms, and DeFi.",0.0
2024-09-06,"Will crypto rival the dollar? Not so fast, says BNY CEO Robin Vince.","BNY CEO Robin Vince says Bitcoin is not going to rival the dollar.    is not a rival to the dollar, but not a substitute for it, either, according to Robin Vince. He believes Bitcoin will not rival the dollars.. ",0.0
2024-09-06,"The average, widely considered a barometer of the long-term trend, has hit stall speed for the first time since October.",The average has hit stall speed for the first time since October. The average is considered a barometer of the long-term trend and is widely considered to be the most accurate measure of the trend's state of the economy's state. The data shows the average has been stable for the last three months.,0.9990712404251099
2024-09-06,"According to Odaily, Venezuelan opposition leader María Corina Machado has proposed the use of Bitcoin as a national reserve asset. This suggestion was made public through a post on the X platform by Bitcoin Magazine. Machado's proposal aims to leverage the decentralized nature and potential stability of Bitcoin to bolster the country's financial reserves.",Venezuelan opposition leader María Corina Machado has proposed the use of Bitcoin as a national reserve asset. Bitcoin Magazine has published a post on the X platform by Bitcoin Magazine with Machado's proposal to leverage Bitcoin's decentralized nature and potential stability to bolster the country's financial reserves.,0.0
2024-09-05,"The U.S. central bank has indicated it will cut rates at its mid-September meeting, but the size of the move is up for debate.","The U.S. central bank has indicated it will cut rates at its mid-September meeting, but the size of the move is up for debate. The rate cut is expected to be the same size as the previous cut in the rate. The size of this cut is still under debate.",0.0
2024-09-05,"According to Cointelegraph, the total capital in Bitcoin-based decentralized finance (DeFi) protocols could surpass that of the Ethereum network within the next two years, as stated by Branden Sedo, an initial contributor at Bitcoin sidechain Core DAO. Speaking at Korea Blockchain Week, Sedo highlighted that the trillion dollars currently held in the Bitcoin ecosystem will gradually move on-chain, potentially overtaking Ethereum's network. He emphasized that Bitcoin's increasing value and the influx of institutional capital through exchange-traded products (ETPs) could drive this shift. Sedo noted that solutions like trustless bridges and roll-ups could facilitate the movement of capital on-chain, creating more opportunities for Bitcoin. The approval of spot Bitcoin ETFs earlier this year has spurred development activity and market enthusiasm for Bitcoin sidechains, including Core, Bitlayer, and Stacks. However, Sedo acknowledged that for Bitcoin’s DeFi total value locked (TVL) to surpass Ethereum’s, more Bitcoin holders need to become comfortable with using their Bitcoin in DeFi applications. The collapse of platforms like BlockFi and Celsius in 2022 has made many Bitcoiners wary of yield-bearing avenues, preferring to hold their Bitcoin in cold wallets. Despite this skepticism, Sedo has observed a shift in attitude among Bitcoiners, particularly towards non-custodial DeFi applications. After attending the Bitcoin 2024 conference in Nashville, Sedo noted a builder-centric vibe and excitement about the potential of the Bitcoin network. Sedo expressed confidence in Core’s non-custodial staking approach and its bridge powered by LayerZero, a major bridging protocol that has not experienced significant exploits. Core Chain allows users to time lock their Bitcoin, earning a 3% yield paid in CORE tokens, which are used for gas and governance on the network. Core recently surpassed Bitlayer to become the largest Bitcoin sidechain, with $314.4 million in TVL and 5,541 BTC staked on its network. At the time of publication, Core accounts for 26.4% of the total TVL across all Bitcoin sidechains, according to DeFiLlama data.","The total capital in Bitcoin-based decentralized finance (DeFi) protocols could surpass that of the Ethereum network within the next two years. Bitcoin's increasing value and the influx of institutional capital through exchange-traded products (ETPs) could drive this shift. The approval of spot Bitcoin ETFs earlier this year has spurred development activity and market enthusiasm for Bitcoin sidechains, including Core,",0.999612033367157
2024-09-05,"On Sep 05, 2024, 00:02 AM (UTC). According to Binance Market Data, Bitcoin (BTC) has crossed the 58,000 USDT benchmark and is now trading at 58,018.988281 USDT, with a narrowed 0.86% increase in 24 hours.","Bitcoin has crossed the 58,000 USDT benchmark and is now trading at 58,018.988281 USDT with a narrowed 0.86% increase in 24 hours. Bitcoin is trading on Sep 5, 2024, at 00:02 AM (GMT).",0.9996588230133057
2024-09-05,"According to BlockBeats, a Bitcoin address that had been inactive for over 11 years transferred its entire holding of 31.9 BTC today at 18:06:06 UTC+8. The total value of the transferred Bitcoin is approximately $1.8146 million. Based on the current Bitcoin price, the address has realized a profit of around $1.814 million.",A Bitcoin address that had been inactive for over 11 years transferred its entire holding of 31.9 BTC today at 18:06:06 UTC+8. The total value of the transferred Bitcoin is approximately $1.8146 million. The address has made a profit of around $1:1:814 million.,0.0
2024-09-05,"According to Cointelegraph, Fractal Bitcoin, a sidechain scaling solution for Bitcoin (BTC) using the Bitcoin core code, presents a dual-edged opportunity for miners. This solution, which is merge-mined alongside Bitcoin, allows miners to use the same hardware to mine both Bitcoin and Fractal Bitcoin simultaneously. This could potentially enhance miner profits in the post-halving environment without the need for retooling facilities for AI or high-performance computing. However, the introduction of Fractal Bitcoin also poses a risk to miner revenues. By supporting the BRC-20 token standard and offering a faster, cheaper scaling solution for the Bitcoin base layer, Fractal Bitcoin could reduce network fees generated by the demand for non-fungible tokens on the Bitcoin network, thereby decreasing miner profits. Despite a decline in the initial hype around Bitcoin Runes, ordinals, BRC-20 tokens, and inscriptions, these tokenized assets continue to provide a significant source of revenue for Bitcoin miners. Following the halving event in April 2024, the minting of Bitcoin Runes contributed 1,200 BTC in network fees to miners by the end of that month, initially offsetting the decreased block subsidy. Since then, Bitcoin Runes have generated approximately $162.4 million in fees, excluding other tokenized assets on the Bitcoin network. The potential success of Fractal Bitcoin and other Bitcoin layer-2 solutions could mirror the revenue collapse experienced by Ethereum's layer-1 network. Since the launch of the Dencun upgrade in March 2024, which significantly reduced fees for Ethereum’s layer-2 transactions, Ethereum network fees have steadily declined. This reduction led to a surge in Ethereum layer-2 networks and increased competition to offer the fastest and cheapest scaling solutions. Consequently, fees on the Ethereum base layer have plummeted by 99% since the Dencun upgrade went live earlier this year.","Fractal Bitcoin is a sidechain scaling solution for Bitcoin (BTC) using the Bitcoin core code. It is merge-mined alongside Bitcoin and is faster and cheaper than the Bitcoin base layer. However, the introduction of Fractal Bitcoin poses a risk to miner revenues by reducing the demand for non-fungible tokens.",0.9802932739257812
2024-09-05,"On Sep 05, 2024, 3:29 PM (UTC), according to Binance Market Data, Bitcoin (BTC) has dropped below 56,000 USDT and is now trading at 55,938.070313 USDT, with a narrowed 2.59% decrease in 24 hours.","Bitcoin has dropped below 56,000 USDT and is now trading at 55,938.070313 USDT, with a narrowed 2.59% decrease in 24 hours. Bitcoin is trading at 3:29 PM (UTC) on Sep 5, 2024.",-0.9982612729072571
2024-09-05,"According to Odaily, HIVE Digital Technologies has released its unaudited operational report for August 2024. The report reveals that the company mined 112 Bitcoins during the month, increasing its total holdings by 1% to 2,533 Bitcoins. Additionally, HIVE Digital Technologies has acquired 1,000 Bitmain S21 Pro Antminers to upgrade its existing machinery, aiming to enhance overall mining efficiency and capacity.","HIVE Digital Technologies has released its unaudited operational report for August 2024. The company mined 112 Bitcoins during the month and bought 1,000 Bitmain S21 Pro Antminers to upgrade its existing machinery and increase its overall mining efficiency and capacity. ",0.9989884495735168
2024-09-05,"On Sep 05, 2024, 1:40 PM (UTC), according to Binance Market Data, Bitcoin (BTC) crossed the 57,000 USDT benchmark and is now trading at 57,126.621094 USDT, with a narrowed 1.23% increase in 24 hours.","Bitcoin has crossed the 57,000 USDT benchmark and is now trading at 57,126.621094 USDT, with a narrowed 1.23% increase in 24 hours. Bitcoin is trading at 1:40 PM (UTC) on Sep 5, 2024.",0.9996457099914551
2024-09-05,"According to BlockBeats, on September 5, monitoring by Farside Investors revealed that Fidelity's FBTC experienced a net outflow of $7.6 million yesterday. As of the time of reporting, the total net outflow from disclosed Bitcoin ETFs amounted to $37.2 million yesterday.",The total net outflow from disclosed Bitcoin ETFs amounted to $37.2 million yesterday. Fidelity's FBTC experienced $7.6 million in outflow yesterday. BlockBeats is monitoring Farside Investors' FBTC on September 5th.,-0.9923428893089294
2024-09-05,"According to Odaily, Core Scientific has released its unaudited production and operations report for August 2024. The report reveals that the company mined 358 BTC in August, a decrease from the 411 BTC produced in July 2024. Additionally, Core Scientific sold 375 BTC in August, generating approximately $22.5 million in revenue.","Core Scientific has released its unaudited production and operations report for August 2024. The company mined 358 BTC in August, a decrease from the 411 BTC produced in July 2024. Core Scientific sold 375 BTC, generating approximately $22.5 million in revenue in August.",-0.9984234571456909
2024-09-05,"According to Odaily, FxPro Senior Market Analyst Alex Kuptsikevich has indicated that Bitcoin's recent weakness could serve as a warning for traditional risk assets. Kuptsikevich stated, 'The weakness in cryptocurrencies may reflect a very limited risk appetite, and other markets might soon follow the trend set by cryptocurrencies.' Bitcoin has experienced a decline for nine consecutive days over the past 11 days as it attempts to consolidate above the 200-day moving average, leading to significant sell-offs. This pattern continued into Thursday morning, with prices testing the lowest levels seen in the past four months. Kuptsikevich noted that Bitcoin might struggle to maintain strength despite the recent weakness in the US Dollar Index.",Bitcoin has experienced a decline for nine consecutive days over the past 11 days. Kuptsikevich believes Bitcoin's recent weakness could serve as a warning for traditional risk assets. Bitcoin might struggle to maintain strength despite the recent weakness in the US Dollar Index. Bitcoin prices are testing the lowest levels seen in the past four months.,-0.9987014532089233
2024-09-05,"According to BlockBeats, a Bitcoin wallet containing 35 BTC, valued at approximately $1,990,206, was activated after being dormant for 10.5 years. The wallet, which was last active in 2014, had a value of $21,632 at that time. The activation was detected by Whale Alert, a blockchain monitoring service, just three minutes before the report.","A Bitcoin wallet containing 35 BTC was activated after being dormant for 10.5 years. The wallet had a value of $21,632 at the time it was last active in 2014. The activation was detected by Whale Alert, a blockchain monitoring service, three minutes before the report.",0.0
2024-09-05,"According to CoinDesk, trading volumes for ether futures on the Chicago Mercantile Exchange (CME) saw a significant decline in August, while bitcoin futures experienced an uptick. This shift reflects a broader trend of investors moving away from alternative cryptocurrencies and gravitating towards bitcoin. The introduction of exchange-traded funds (ETFs) tied to ether prices in the U.S. in late July provided a new avenue for investors to gain exposure to the cryptocurrency without the need for direct storage. However, data from CCData, a digital assets data provider, indicates that activity in ether derivatives on CME has cooled since then. Ether futures trading volume dropped by 28.7% to $14.8 billion in August, marking the lowest level since December 2023. Additionally, ether options volume fell by 37% to $567 million. CCData noted that the decline in trading volumes for ether instruments suggests lower-than-expected institutional interest, particularly following the launch of spot ETH ETFs. The reduced inflows into these ETFs in August further support this trend. Seasonal factors may have also contributed to the decreased trading activity, with expectations that this trend could continue into September. Before the introduction of spot ETFs, futures and futures-based ETFs were the primary regulated options for traditional institutions in the U.S. Spot products are generally seen as superior to futures-based ETFs, which are susceptible to","The trading volumes for ether futures on the Chicago Mercantile Exchange (CME) have declined by 28.7% to $14.8 billion in August. Bitcoin futures experienced an uptick in August, while ether options volume fell by 37%. The decline in trading volumes suggests lower-than-expected institutional interest in ether instruments. The introduction of exchange-traded funds tied to",-0.9988221526145935
2024-09-05,"According to Odaily, data from IntoTheBlock reveals that the total number of Bitcoin runes minted has exceeded 50 million. Approximately 500,000 runes are being minted daily, indicating ongoing stable activity in their usage.","The total number of Bitcoin runes minted has exceeded 50 million. 500,000 runes are minted daily, indicating stable activity in the usage of the runes. The data from IntoTheBlock is available on IntoTheblock's website. The amount minted per day has exceeded 500 million.",0.9607162475585938
